Iteration,Intercept,Wave_366,Wave_376,Wave_385,Wave_395,Wave_405,Wave_414,Wave_424,Wave_434,Wave_443,Wave_453,Wave_463,Wave_472,Wave_482,Wave_492,Wave_502,Wave_511,Wave_521,Wave_531,Wave_541,Wave_550,Wave_560,Wave_570,Wave_580,Wave_589,Wave_599,Wave_609,Wave_619,Wave_628,Wave_638,Wave_648,Wave_655,Wave_658,Wave_665,Wave_668,Wave_675,Wave_685,Wave_694,Wave_704,Wave_714,Wave_724,Wave_734,Wave_743,Wave_753,Wave_763,Wave_773,Wave_782,Wave_792,Wave_802,Wave_812,Wave_821,Wave_831,Wave_841,Wave_850,Wave_860,Wave_870,Wave_880,Wave_889,Wave_899,Wave_909,Wave_918,Wave_928,Wave_938,Wave_947,Wave_957,Wave_967,Wave_976,Wave_986,Wave_995,Wave_1005,Wave_1015,Wave_1024,Wave_1034,Wave_1044,Wave_1053,Wave_1063,Wave_1072,Wave_1082,Wave_1091,Wave_1101,Wave_1111,Wave_1120,Wave_1130,Wave_1139,Wave_1149,Wave_1158,Wave_1168,Wave_1177,Wave_1187,Wave_1196,Wave_1206,Wave_1215,Wave_1225,Wave_1235,Wave_1244,Wave_1253,Wave_1254,Wave_1263,Wave_1264,Wave_1273,Wave_1283,Wave_1293,Wave_1303,Wave_1313,Wave_1323,Wave_1333,Wave_1343,Wave_1353,Wave_1363,Wave_1373,Wave_1383,Wave_1393,Wave_1403,Wave_1413,Wave_1423,Wave_1433,Wave_1443,Wave_1453,Wave_1463,Wave_1473,Wave_1483,Wave_1493,Wave_1503,Wave_1513,Wave_1523,Wave_1533,Wave_1542,Wave_1552,Wave_1562,Wave_1572,Wave_1582,Wave_1592,Wave_1602,Wave_1612,Wave_1622,Wave_1632,Wave_1642,Wave_1652,Wave_1662,Wave_1672,Wave_1682,Wave_1692,Wave_1702,Wave_1712,Wave_1722,Wave_1732,Wave_1742,Wave_1752,Wave_1762,Wave_1772,Wave_1782,Wave_1792,Wave_1802,Wave_1811,Wave_1821,Wave_1831,Wave_1841,Wave_1851,Wave_1861,Wave_1868,Wave_1871,Wave_1873,Wave_1878,Wave_1888,Wave_1898,Wave_1908,Wave_1918,Wave_1928,Wave_1938,Wave_1948,Wave_1958,Wave_1968,Wave_1978,Wave_1988,Wave_1998,Wave_2008,Wave_2018,Wave_2028,Wave_2038,Wave_2048,Wave_2058,Wave_2068,Wave_2078,Wave_2088,Wave_2099,Wave_2109,Wave_2119,Wave_2129,Wave_2139,Wave_2149,Wave_2159,Wave_2169,Wave_2178,Wave_2188,Wave_2198,Wave_2208,Wave_2218,Wave_2228,Wave_2238,Wave_2248,Wave_2258,Wave_2268,Wave_2278,Wave_2288,Wave_2298,Wave_2308,Wave_2318,Wave_2328,Wave_2338,Wave_2348,Wave_2358,Wave_2368,Wave_2378,Wave_2388,Wave_2398,Wave_2408,Wave_2418,Wave_2428,Wave_2437,Wave_2447,Wave_2457,Wave_2467,Wave_2477,Wave_2487,Wave_2497
251,111.3775565,0,0,0,0,0,-0.008884247,0.004734742,0.00760316,0.008601408,0.014658106,0.019033222,0.011412968,0.016125693,0.015615529,0.011311594,0.006958272,-0.001597993,-0.013402844,-0.026793941,-0.03155321,-0.043412192,-0.041703876,-0.038563337,-0.031462631,-0.036049796,-0.031857038,-0.020666815,-0.019567168,-0.013458927,-0.011921484,0.001443986,0.013239228,0.001304383,0.010375381,0.009933906,0.003942625,-0.027679919,-0.049605065,-0.019648674,0.067973583,0.099818858,0.066404535,0.018256195,0.006633107,-0.021824217,-0.01835129,-0.011108308,-0.018088981,-0.021533886,-0.001650522,-0.004712178,-0.009655503,-0.01295127,-0.013899625,-0.012347679,-0.006277463,-0.013702418,-0.004916566,0.007559625,0.0142005,-0.029382678,0.03615129,-0.006419639,-0.02171017,-0.034508935,-0.036784812,-0.037697996,-0.047337335,-0.036601021,-0.019292049,-0.013842874,-0.00563223,0.008183026,0.024833358,0.033124561,0.038173037,0.03949063,0.042733935,0.044544292,0.053752669,-0.013053791,0.019547343,0.004986428,-0.01742164,-0.013567201,-0.032704571,-0.051166507,-0.062357794,-0.075272656,-0.065201861,-0.044216135,-0.028046093,-0.007656941,0.020248142,0.024296865,0.058618192,0.022404208,0.041033311,0.062037142,0.051545406,0.051861133,0.037790413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018021247,0.020526677,0.045678736,0.031052307,0.041798761,0.034062256,0.021732226,0.020452224,0.032779378,0.02313644,0.012813655,0.016838648,0.008445908,0.00585299,0.00974349,0.009186488,0.013767633,0.002295266,-0.004521569,0.001598431,-0.007437553,-0.001859898,-0.009751669,-0.026395897,-0.024862088,-0.030943673,-0.048740399,-0.041016066,-0.052396173,-0.00946896,-0.010472917,-0.00371705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048505526,0.03725403,0.040491867,0.041388261,0.029296947,0.016731654,0.006881792,0.003787478,-0.001789732,0.004632475,0.001938925,-0.005588993,0.001074414,-0.002818021,-0.008955127,-0.009990282,-0.008153715,0.008266085,-0.01121785,-0.024132908,-0.0107785,-0.009999816,-0.001860783,-0.001249982,-0.000178702,-0.012944452,-0.006843468,0.000698464,-0.018430035,-0.008728516,-0.001595473,-0.004276915,-0.028087215,-0.005994499,-0.001865142,-0.022434389,0.000934571,0.023423414,0.001545461,0,0,0,0,0,0,0,0,0
252,147.8310985,0,0,0,0,0,0.057250126,0.017007093,0.020370451,0.009167146,0.010637913,0.012165891,-0.002621276,0.006922763,-0.002162739,0.000539171,-0.011113471,-0.012856827,-0.020249787,-0.02678047,-0.028407714,-0.044159038,-0.036748548,-0.037780365,-0.035364881,-0.034205106,-0.027576145,-0.020004493,-0.016925556,-0.008430782,-0.008349003,0.003758148,0.005033254,-0.0010926,0.008536003,0.005174229,-0.000843753,-0.028345666,-0.040495737,-0.000816224,0.059061551,0.075460644,0.053999674,0.038334495,0.009225177,-0.032212028,-0.025051055,-0.01811343,-0.02245643,-0.028964543,-0.015960759,-0.011252786,-0.022512296,-0.00930133,-0.00921612,-0.005706892,-0.006445107,0.006049794,0.005931303,0.017034193,0.028435634,-0.0360117,0.068983576,0.006173902,-0.040412519,-0.032795546,-0.02627355,-0.021815235,-0.022528959,-0.01825521,-0.007989991,-0.007648435,-0.000767843,0.01583873,0.021451458,0.032438297,0.028937733,0.03476418,0.036277333,0.002774586,0.01438819,-0.015150988,0.044987358,-0.021822762,-0.003224508,-0.021537176,-0.033199813,-0.026952006,-0.047805087,-0.059246234,-0.03833815,-0.033973247,-0.011464648,-0.009771495,0.013597861,0.022944596,0.035872714,0.016313623,0.018026703,0.043826096,0.042586505,0.009506097,0.01365535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076591204,0.058967577,0.093859809,0.045861236,0.048868283,0.041666661,0.026378507,0.031763414,0.025542058,0.020656994,0.025748724,0.002785866,-0.015381084,0.002707789,0.000154424,-0.012227362,-0.000600723,-0.011482136,-0.008996519,-0.019465115,-0.0256545,-0.017904422,-0.016925491,-0.023904252,-0.015854616,-0.024799943,-0.030976676,-0.019797031,-0.020451456,-0.016281367,-0.008274073,0.007314251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024700598,0.026769922,0.029110246,0.015434937,0.010086199,0.022498266,0.022897283,0.005110915,0.011941766,-0.0002627,0.000568013,0.008466796,-0.010461472,-6.89E-05,-0.000188914,0.000924363,0.010615136,0.013896759,0.006770749,-0.001840243,0.006798315,0.001965587,-0.002718473,-0.006313506,-0.01428611,-0.004665304,-0.00930515,0.002019686,-0.026045189,-0.019692105,-0.031600447,0.006103562,-0.028432524,-0.016614375,-0.027905437,-0.051744656,-0.025030352,-0.007653023,-0.009674958,0,0,0,0,0,0,0,0,0
253,136.9102747,0,0,0,0,0,0.033606049,0.008397968,0.009051933,0.018342121,0.026665949,0.019227916,0.020734714,0.016503436,0.008111141,0.014853626,0.00887669,-0.008376665,-0.020450049,-0.029421837,-0.037109537,-0.042103046,-0.041930544,-0.04035334,-0.025319006,-0.02647336,-0.024398486,-0.017804231,-0.020025801,-0.015719629,-0.010979031,-0.006658191,0.004100084,-0.008041982,-0.00144989,0.002136321,-0.005445833,-0.028360373,-0.053208898,-0.027564621,0.067892821,0.114521176,0.062495913,0.002008195,-0.012689597,-0.046617437,-0.055783312,-0.033678191,-0.023631066,-0.018596204,0.004707604,0.005654755,0.001325527,-0.003855273,0.002095334,0.00899651,-0.001161213,-0.0007432,0.003929961,0.009139553,0.015632185,-0.048054237,0.047787743,0.003828954,-0.001127975,-0.010669051,-0.047580596,-0.032355996,-0.054970836,-0.032526309,-0.026346173,-0.008777379,0.006647714,0.016568695,0.025873761,0.027542388,0.033504064,0.047348793,0.063132808,0.046539337,0.022754257,-0.007293543,0.015989189,8.55E-05,-0.01477283,0.007610633,-0.022868116,-0.03895289,-0.04632644,-0.060143215,-0.060119669,-0.039536827,-0.033953848,-0.014972093,-0.004366939,0.007255646,0.002770481,0.014510896,-0.004373726,0.025654362,0.034959866,0.059921967,0.075155259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007589582,-0.003438573,0.047211728,0.035008431,0.024933037,0.03919862,0.043493552,0.023700685,0.02693552,0.013972186,0.001450378,0.008900407,0.001868582,0.009198468,0.004554191,0.021158714,0.008949575,0.005408936,0.01386868,0.002842235,-0.017928948,-0.02137078,-0.017211439,-0.016265472,-0.017737142,-0.031119894,-0.033038529,-0.028957145,-0.031471145,-0.005175157,0.003089717,0.014184098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041085218,0.031289719,0.047553059,0.024773949,0.009408489,0.007731208,0.005535278,-0.000295541,-0.004178747,0.003821314,-0.006360241,-0.007145858,-0.001945515,0.007511888,9.22E-05,0.017164463,0.005118433,-0.000131549,-0.009566014,0.002283295,-0.014026703,-0.015118776,-0.019592595,-0.027714042,-0.031863446,-0.016806895,-0.023263955,-0.002347341,-0.015137951,-0.013072676,-0.020850352,-0.002216928,-0.027173167,-0.018262506,-0.003968924,0.009169797,-0.015010673,0.008103194,0.025781287,0,0,0,0,0,0,0,0,0
254,140.3982524,0,0,0,0,0,0.033876227,0.017531886,0.011241424,0.004166967,0.008260498,0.002913338,-0.004129322,0.006077838,0.001091767,0.003074308,-0.004258869,-0.004744852,-0.012661479,-0.01965623,-0.024988274,-0.039869015,-0.036946031,-0.033695042,-0.027094385,-0.025485118,-0.027285789,-0.018267706,-0.014400303,-0.005292155,-0.005342348,0.006381241,0.014681042,0.00465526,0.009767055,0.01112575,0.009411623,-0.012663225,-0.041589759,-0.033996992,0.043120938,0.087453028,0.061301503,0.033165064,0.020705472,-0.005108517,-0.023431376,-0.012476476,-0.010667229,-0.002870931,0.005822835,-0.010244849,-0.014525844,-0.018867747,-0.026183191,-0.024636513,-0.029729315,-0.023398677,-0.004393825,-0.010083882,-0.00558425,-0.040256577,0.036155904,-0.025444905,0.002454354,0.004069888,-0.02873729,-0.024928647,-0.03984986,-0.029856215,-0.021120256,-0.014058537,-6.59E-06,0.005413604,0.021235184,0.030151399,0.043674546,0.047427101,0.05370762,0.043583802,0.050614264,0.004585061,0.004712928,-0.001927055,-0.026658009,0.001266738,0.003759362,-0.015234155,-0.032141006,-0.042176339,-0.039185547,-0.034289311,-0.017883144,-0.004262759,0.015363825,0.018255363,0.032066925,0.015578047,0.002643384,0.024071957,0.022051232,0.007704116,0.025921674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023151544,-0.018438136,0.044188676,0.037262468,0.048023896,0.050958282,0.051363362,0.03329786,0.040862782,0.025958862,0.018214209,0.01255781,0.006542676,0.010522338,0.001267883,0.004214543,0.003722894,-0.001767328,0.002659713,-0.014041256,-0.022506135,-0.024741417,-0.024825595,-0.017168835,-0.031588624,-0.034490898,-0.029154979,-0.038325308,-0.050387035,-0.020110399,-0.017841373,0.000717322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033505753,0.033251373,0.037413224,0.011880926,0.013517796,0.024464854,0.014332128,0.01004892,0.010026204,-0.000228363,0.00239516,-0.007056617,-0.006159686,0.003874378,-0.008942174,-0.005766127,-0.010430371,0.006769036,0.003695882,-0.01913092,-0.016722264,-0.011110802,-0.013006971,-0.018545954,-0.021941751,-0.024818922,-0.012092687,-0.002230218,-0.019324947,0.00163812,-0.014749312,0.003781051,-0.014001959,0.000751616,0.005206761,-0.003888926,0.010647349,0.016438897,0.039120771,0,0,0,0,0,0,0,0,0
255,133.1331436,0,0,0,0,0,0.04082353,0.010416363,0.013748654,0.029518802,0.015787739,0.024202307,0.019814843,0.017997906,0.021909094,0.019705318,0.01702336,0.007830445,-0.013070476,-0.033637738,-0.045292863,-0.059624001,-0.054785504,-0.050267702,-0.043226576,-0.038382587,-0.035980949,-0.026469423,-0.025358314,-0.02479277,-0.021602964,-0.00032762,-0.000374722,-0.014681777,0.000551241,0.008977838,-0.00157583,-0.038639239,-0.074189061,-0.039361007,0.06273268,0.132388418,0.095860758,0.045963855,0.034078275,-0.021657189,-0.043024265,-0.038071455,-0.030104669,-0.029474335,-0.012496016,-0.009494311,-0.021472676,-0.023293128,-0.022041949,-0.016794747,-0.011516307,0.003830225,0.009660423,0.002072909,0.024750695,-0.012616695,0.000753945,-0.001250586,-0.014439736,-0.030590657,-0.050440396,-0.03988918,-0.057362443,-0.038506665,-0.031196254,-0.00488426,0.016538321,0.026510942,0.037682489,0.058361869,0.058190463,0.067447054,0.075633753,0.067109153,0.08324685,-0.045891855,-0.024336754,-0.00154981,-0.035092769,0.040028515,-0.028113707,-0.057581408,-0.079538437,-0.089231868,-0.061950906,-0.053027312,-0.035464358,-0.0169983,-0.016106717,0.015002418,0.037491915,0.014953069,-0.002204066,0.048356577,0.026286879,0.022511384,0.057730001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007255113,-0.033307513,0.00598537,0.036559653,0.04036448,0.034473055,0.046252447,0.033368085,0.041536397,0.027878089,0.008220993,0.013921277,-0.00520863,0.003899531,0.002970184,0.02097551,0.001245217,-0.002364183,0.014231748,-0.001395449,-0.007684324,-0.015933119,-0.021267654,-0.013351432,-0.018346968,-0.034735406,-0.020913394,-0.0169873,-0.000507625,-0.003768222,0.000741133,0.01697196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049066348,0.040973063,0.038666597,0.028104845,0.012459433,0.012891137,0.019951945,0.002122326,-0.013876885,-0.001726957,-0.01157165,-0.010154982,-0.002081091,-0.010908796,-0.004369064,0.001424219,0.006683982,-0.005925663,-0.004930108,-0.00936081,-0.020219468,-0.005790348,-0.023272953,-0.011951381,-0.026360558,-0.011662765,-0.019458098,0.000689283,-0.022016262,-0.003227123,-0.014818658,0.006542809,-0.00370828,0.011715934,-0.001343256,0.009056379,0.021302398,0.020754597,0.030832314,0,0,0,0,0,0,0,0,0
256,114.7189507,0,0,0,0,0,0.021094066,-0.014427381,-0.003761643,0.008597479,-0.000556278,0.011454013,0.003619059,0.007793951,-0.000933748,0.000761988,-0.001530009,-0.005618537,-0.007761962,-0.011411693,-0.016531045,-0.033141883,-0.03409773,-0.032159812,-0.023763633,-0.024262223,-0.025341837,-0.011626348,-0.009741445,-0.003195074,0.000173381,0.010418999,0.018404549,-0.001054389,0.010470424,0.022269362,0.009390966,-0.01728064,-0.048052868,-0.025799587,0.054333356,0.087305564,0.067051787,-0.000393489,-0.001460237,-0.011369556,-0.034516532,-0.026763659,-0.017469841,-0.02458796,0.007485689,0.003059041,-0.016504907,-0.010563613,-0.005991503,0.00303686,-0.004006978,-0.006705164,0.032130742,0.020554933,0.028625893,-0.062050994,0.119639199,-0.047529276,-0.033134902,-0.009754854,-0.071421122,-0.041839575,-0.056675514,-0.045055881,-0.042104843,-0.011081811,0.001052259,0.009551679,0.035050773,0.038597425,0.050017152,0.054307193,0.057948244,0.043730422,0.010874656,-0.004780772,0.04633369,0.006534822,-0.020999636,0.00884608,-0.046317738,-0.049576818,-0.069264726,-0.089497262,-0.044408224,-0.035424325,-0.03009013,-0.022641689,0.001169668,0.019326093,0.03317062,0.016863605,0.00563455,0.037078752,0.055862232,0.032454462,0.051096815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020568039,0.02318928,0.0734028,0.054919609,0.057237655,0.052101171,0.039782307,0.024876059,0.017991731,0.016479779,0.002400065,0.009805441,-0.014668548,0.001632493,-0.023820016,0.005893877,0.006671008,0.007688194,0.016046454,-0.004630469,-0.019563053,-0.012219535,-0.016106266,-0.009169809,-0.024896125,-0.030539704,-0.02884885,-0.013570256,-0.03224389,-0.007241955,0.008221397,0.024093099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047105483,0.048286589,0.027426628,-0.013243971,-0.015758626,0.004044857,0.005857349,-0.003198135,-0.001607151,-0.006941412,-0.009868759,-0.004153124,0.002459418,-0.00738855,-0.008850804,0.002834114,0.018324705,0.02294951,0.025214792,0.00740459,-0.012553633,0.01358013,-0.020993186,-0.039748783,-0.043727573,-0.019903301,-0.030585227,-0.008497988,-0.026564361,-0.017926482,-0.012597459,-0.007610578,-0.036510468,-0.00418058,-0.02571336,-0.004907039,0.000521205,0.019370984,0.002816651,0,0,0,0,0,0,0,0,0
257,123.0951843,0,0,0,0,0,0.012499783,0.010347948,0.009480779,0.012340276,0.010468982,0.014611323,0.015141908,0.018215667,0.017478693,0.01483336,0.007904545,-0.005074107,-0.02220933,-0.037695011,-0.036660124,-0.051005545,-0.04681669,-0.044370155,-0.033045805,-0.031500634,-0.027079171,-0.018707758,-0.01846777,-0.013247953,-0.009101852,0.006327352,0.009037353,-0.000627507,0.010340515,0.015859337,0.013175049,-0.01099606,-0.037593909,-0.021908433,0.055920961,0.091391044,0.059651149,0.027510955,0.009811284,-0.011088029,-0.03020783,-0.02620946,-0.021029975,-0.019043779,-0.004895287,-0.005138647,-0.013024961,-0.0164601,-0.019553738,-0.009228364,-0.019309131,-0.010106676,0.000601933,0.016649594,0.03230826,0.001137867,-0.006916294,-0.003851657,-0.008170479,-0.015170533,-0.042865275,-0.040011077,-0.055660782,-0.033267831,-0.023039998,-0.007896984,0.013427965,0.018810727,0.029969711,0.041310789,0.044279386,0.0540344,0.065491705,0.063093036,0.045146105,-0.037029869,0.021998354,-0.004448287,-0.039749682,-0.008311393,-0.028705976,-0.048118889,-0.056514398,-0.061406875,-0.05504331,-0.034038962,-0.026697426,-0.010099796,-0.005868373,0.002953264,0.016321293,0.00754611,-0.010324769,0.039217627,0.042983253,0.039819018,0.067171559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02658099,0.00421032,0.031628534,0.02515861,0.036746868,0.035632664,0.039344082,0.018052876,0.027850994,0.019292783,0.010341214,0.012586569,-0.00209637,-0.006822763,0.000740256,0.007821961,0.006216504,-0.000948679,0.018370297,0.005978042,-0.002881264,-0.010980657,-0.020740381,-0.015419833,-0.005617791,-0.014868893,-0.008648305,-0.014185302,-0.02160037,0.000140805,-0.003872764,0.000133384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057230265,0.055797082,0.051152328,0.036919314,0.023203301,0.019037864,0.010072152,0.00187121,-0.003582539,-0.00506466,-0.010284677,-0.009507611,-0.010432161,-0.005581886,-0.010392245,-0.015275848,-0.006774302,-0.002343009,-0.008730923,-0.019213021,-0.025555034,-0.018045299,-0.019794394,-0.019421641,-0.032638091,-0.019288874,-0.015788276,-0.008034058,-0.006854861,-0.001451964,-0.003906091,-0.004884641,-0.029980175,0.001671551,-0.005211716,-0.011928858,0.020836492,0.016752247,0.022729016,0,0,0,0,0,0,0,0,0
258,113.916949,0,0,0,0,0,0.056647157,0.015908667,0.010457212,0.015522327,0.012808886,0.007369606,0.004224439,0.008608247,0.001885626,0.002035449,0.008411858,-0.003832138,-0.010025733,-0.016577095,-0.025571145,-0.039822379,-0.033631133,-0.034166217,-0.031091056,-0.030563245,-0.023323656,-0.016315182,-0.018232965,-0.015334547,-0.015673351,-0.000233062,-0.00192809,-0.011815756,-0.003964834,0.001967447,-0.015306287,-0.044363971,-0.063023996,-0.033398119,0.053355979,0.113240243,0.084410446,0.025328255,0.027611747,-0.024039919,-0.038785615,-0.034957471,-0.02767488,-0.026621882,-0.00826154,0.005761904,-0.006240977,-0.007738479,-0.001585968,0.008905693,0.006497253,-0.002278335,0.006639336,0.007371745,0.012911702,-0.067158992,0.108529068,-0.006799901,-0.005647128,-0.034511724,-0.07436656,-0.055978258,-0.078015843,-0.052042854,-0.040956703,-0.017559386,0.004423147,0.02549263,0.053006519,0.060946722,0.05594342,0.05904608,0.062721639,0.029513594,0.052261362,0.01998443,0.041053334,-0.028050089,-0.01564504,0.001845763,-0.076968624,-0.101338294,-0.106756497,-0.106561268,-0.082712678,-0.079360113,-0.06467667,-0.035645464,-0.008181612,0.010296134,0.049474316,0.011685279,0.053897245,0.086593738,0.063751693,0.042106868,0.043016142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012917086,-0.008681431,0.044178698,0.015521862,0.027425496,0.030067548,0.025081044,0.024353297,0.01885418,0.019920526,0.01070124,0.017495384,0.005299029,0.014088601,0.019767432,0.008253603,0.011598008,0.001812836,0.004157494,-0.008085164,-0.010674727,-0.01561715,-0.004823476,-0.008789825,-0.003427261,-0.023571811,-0.011529534,-0.008807984,-0.01069566,0.006260871,0.004171774,0.031675696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039777589,0.035445262,0.048176298,0.026640661,0.025452292,0.012371936,0.019826941,0.0028675,-0.003519424,0.002117102,-0.007984773,-0.002924985,-0.011737666,-0.00221687,0.01089765,0.002090621,0.010966029,0.004107309,-0.002610615,-0.00963892,-0.013966712,0.013924918,-0.012293573,0.014908102,-0.010474128,0.005450397,-0.004618092,0.019240859,-0.001081202,0.007982737,0.000604387,0.002145658,-0.031656917,-0.002511304,-0.004429524,-0.017341808,0.01065378,-0.00134853,-0.003789942,0,0,0,0,0,0,0,0,0
259,101.1588304,0,0,0,0,0,0.015975966,0.009086926,-0.018043311,-0.005402689,0.010664558,0.010874004,0.009848103,0.023846711,0.017958444,0.026586495,0.007397706,0.005222965,-0.019429202,-0.037838356,-0.03765349,-0.05458377,-0.048581748,-0.047630142,-0.020909043,-0.020058159,-0.021067134,-0.006038939,-0.002582896,0.005283062,0.012387194,0.042296807,0.035844192,0.029327577,0.032583189,0.040047283,0.028287992,-0.019023299,-0.095330878,-0.084622912,0.024733244,0.120763705,0.114830401,0.056585924,0.013311384,-0.054106844,-0.051566089,-0.040170212,-0.021277252,-0.027270757,-0.022927389,-0.021671194,-0.009395169,-0.006561363,-0.000545104,0.005244183,-0.00977643,0.012804527,0.018836199,0.015409266,0.028569731,-0.042183241,0.079027744,-0.047279021,-0.013454381,-0.024992651,-0.055911696,-0.032195145,-0.077272103,-0.050878041,-0.037313019,-0.0141275,0.020407498,0.027435262,0.024512106,0.048532784,0.060207804,0.064124332,0.066977044,0.062844677,0.05214872,-0.00045511,0.034581303,-0.02672849,0.009155388,0.032982246,-0.012662589,-0.046358537,-0.070044541,-0.088382761,-0.079167622,-0.054482914,-0.037470961,-0.00818715,-0.005281009,-0.000562419,-0.007471886,0.006375235,-0.053777522,0.03854832,0.061381001,0.042011665,0.031689624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018995997,-0.023431047,0.032183169,0.051680649,0.052217371,0.065564119,0.060503296,0.025406875,0.039428612,0.017069138,-0.002924607,-0.002862147,-0.014041293,-0.020927644,-0.014091128,-0.011159309,0.006063343,-0.000489799,0.011716824,-0.001612411,-0.021761806,-0.029240448,-0.00841459,-0.005104707,0.001020961,-0.018226446,-0.008204617,-0.017381124,0.015818218,-0.014392217,-0.002328487,0.023723247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057385062,0.044251566,0.056162217,0.009744133,-0.009100737,0.001914547,0.00337019,-0.018088902,-0.019220871,-0.027859164,-0.031971407,-0.026821881,-0.025212064,-0.014875943,-0.011008551,-0.0099303,0.000974741,-0.006079108,-0.003819259,-0.004723623,-0.004494726,0.031023249,-0.006951102,-0.010271053,-0.022638571,-0.016926107,-0.022795566,0.002160287,-0.009662964,0.005501711,0.016349913,0.030815558,-0.001464718,0.020946428,-0.001219712,0.048784351,0.043333859,0.056687564,0.071242434,0,0,0,0,0,0,0,0,0
260,151.0186124,0,0,0,0,0,0.029965068,0.024333351,0.020136616,0.006550187,-0.004605697,0.000262805,-0.004047962,0.006299635,-0.00395647,0.004779486,-0.000624893,-0.001500953,-0.006434869,-0.007317812,-0.014154112,-0.02492488,-0.027936318,-0.034496764,-0.027357501,-0.026890764,-0.026488328,-0.019997865,-0.013308062,-0.00987269,-0.009711193,0.010946269,0.008086489,-0.006849112,0.006886677,0.006961139,0.003607969,-0.030707731,-0.060769654,-0.052748823,0.04721484,0.088973123,0.080882841,0.055006988,0.037601302,-0.030958716,-0.028746988,-0.0209831,-0.027070642,-0.02670956,-0.022581919,-0.011585335,-0.026346584,-0.012569715,-0.012170236,-0.004911212,-0.011802428,0.004340215,0.010739282,0.018432451,0.026151171,-0.033693393,0.03621954,-0.025174139,-0.021736382,-0.035791001,-0.028160618,-0.02871569,-0.044669831,-0.02960161,-0.016127895,-0.011291354,-0.009647694,0.006619882,0.014648606,0.039808127,0.037586612,0.046692879,0.053472269,0.03873916,0.054854164,-0.038984001,-0.002610511,-0.029263962,-0.013463497,0.011151575,-0.017515237,-0.012538489,-0.042638207,-0.064136902,-0.04759612,-0.037393346,-0.035649452,-0.007990437,0.007561437,0.017315823,0.049324146,0.014445085,0.041424952,0.05286823,0.047298688,0.020417145,0.050275516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000478754,-0.009486442,0.060788083,0.049698879,0.049655675,0.048410603,0.046645345,0.037753209,0.043909038,0.027370419,0.009667386,0.006028273,0.002438982,-0.012364112,-0.005745812,-0.012709546,-0.013189057,-0.017121833,-0.011708657,-0.026235443,-0.04712046,-0.033338306,-0.024870794,-0.01751963,-0.02558062,-0.022078711,-0.027345522,-0.023902483,-0.024204196,0.004136129,-0.014382478,0.017359079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033714237,0.0430544,0.044254311,0.017721535,0.009552959,0.02925184,0.025877116,0.006725137,0.001069107,-0.009103408,-0.011662695,-0.002998258,-0.009073325,-0.010286004,-0.014441855,-0.005069126,-0.001588115,-0.014914006,-0.013727227,-0.013099488,-0.012224317,-0.010544346,-0.015531698,-0.015265942,-0.010371855,-0.007513667,0.000844422,0.002403868,-0.010080293,-0.001049018,-0.009288963,0.010837383,-0.006453218,-0.007340824,0.002499079,-0.004473697,0.022113564,0.023309196,0.029377037,0,0,0,0,0,0,0,0,0
