Iteration,Intercept,Wave_366,Wave_376,Wave_385,Wave_395,Wave_405,Wave_414,Wave_424,Wave_434,Wave_443,Wave_453,Wave_463,Wave_472,Wave_482,Wave_492,Wave_502,Wave_511,Wave_521,Wave_531,Wave_541,Wave_550,Wave_560,Wave_570,Wave_580,Wave_589,Wave_599,Wave_609,Wave_619,Wave_628,Wave_638,Wave_648,Wave_655,Wave_658,Wave_665,Wave_668,Wave_675,Wave_685,Wave_694,Wave_704,Wave_714,Wave_724,Wave_734,Wave_743,Wave_753,Wave_763,Wave_773,Wave_782,Wave_792,Wave_802,Wave_812,Wave_821,Wave_831,Wave_841,Wave_850,Wave_860,Wave_870,Wave_880,Wave_889,Wave_899,Wave_909,Wave_918,Wave_928,Wave_938,Wave_947,Wave_957,Wave_967,Wave_976,Wave_986,Wave_995,Wave_1005,Wave_1015,Wave_1024,Wave_1034,Wave_1044,Wave_1053,Wave_1063,Wave_1072,Wave_1082,Wave_1091,Wave_1101,Wave_1111,Wave_1120,Wave_1130,Wave_1139,Wave_1149,Wave_1158,Wave_1168,Wave_1177,Wave_1187,Wave_1196,Wave_1206,Wave_1215,Wave_1225,Wave_1235,Wave_1244,Wave_1253,Wave_1254,Wave_1263,Wave_1264,Wave_1273,Wave_1283,Wave_1293,Wave_1303,Wave_1313,Wave_1323,Wave_1333,Wave_1343,Wave_1353,Wave_1363,Wave_1373,Wave_1383,Wave_1393,Wave_1403,Wave_1413,Wave_1423,Wave_1433,Wave_1443,Wave_1453,Wave_1463,Wave_1473,Wave_1483,Wave_1493,Wave_1503,Wave_1513,Wave_1523,Wave_1533,Wave_1542,Wave_1552,Wave_1562,Wave_1572,Wave_1582,Wave_1592,Wave_1602,Wave_1612,Wave_1622,Wave_1632,Wave_1642,Wave_1652,Wave_1662,Wave_1672,Wave_1682,Wave_1692,Wave_1702,Wave_1712,Wave_1722,Wave_1732,Wave_1742,Wave_1752,Wave_1762,Wave_1772,Wave_1782,Wave_1792,Wave_1802,Wave_1811,Wave_1821,Wave_1831,Wave_1841,Wave_1851,Wave_1861,Wave_1868,Wave_1871,Wave_1873,Wave_1878,Wave_1888,Wave_1898,Wave_1908,Wave_1918,Wave_1928,Wave_1938,Wave_1948,Wave_1958,Wave_1968,Wave_1978,Wave_1988,Wave_1998,Wave_2008,Wave_2018,Wave_2028,Wave_2038,Wave_2048,Wave_2058,Wave_2068,Wave_2078,Wave_2088,Wave_2099,Wave_2109,Wave_2119,Wave_2129,Wave_2139,Wave_2149,Wave_2159,Wave_2169,Wave_2178,Wave_2188,Wave_2198,Wave_2208,Wave_2218,Wave_2228,Wave_2238,Wave_2248,Wave_2258,Wave_2268,Wave_2278,Wave_2288,Wave_2298,Wave_2308,Wave_2318,Wave_2328,Wave_2338,Wave_2348,Wave_2358,Wave_2368,Wave_2378,Wave_2388,Wave_2398,Wave_2408,Wave_2418,Wave_2428,Wave_2437,Wave_2447,Wave_2457,Wave_2467,Wave_2477,Wave_2487,Wave_2497
148,103.0540262,0,0,0,0,0,0.018117748,-0.000568871,-0.004838437,0.005219322,-0.001635916,-8.39E-05,-0.000145817,0.004291791,0.003721773,0.007003274,0.01325597,0.00602592,0.001067787,-0.003054442,-0.015411558,-0.026228029,-0.02430207,-0.02233525,-0.012792097,-0.011889937,-0.01477628,-0.004870354,-0.005492017,0.000447926,-0.002541633,0.01203667,0.006583899,0.00250248,0.002974607,0.003557989,-0.002578883,-0.029946699,-0.062813182,-0.04627889,0.053674442,0.102616614,0.079179076,0.024932102,0.028241107,-0.003840539,-0.031511728,-0.017863891,-0.018006689,-0.023314102,-0.004114983,-0.004299432,-0.016486912,-0.011127421,-0.004279874,-0.009883689,-0.014428306,-0.018944435,-0.002473973,0.006761934,0.003414424,-0.048814787,0.078781654,-0.011124932,0.004648157,-0.025377617,-0.057445754,-0.052069223,-0.065604388,-0.042582197,-0.039348071,-0.007832293,-0.002234031,0.010380026,0.031863143,0.037252739,0.046780341,0.053911205,0.064061734,0.041068136,0.024366045,0.002666393,0.018635284,-0.000606379,-0.023550622,-0.007931657,-0.04571152,-0.055237676,-0.063730386,-0.080550832,-0.059288035,-0.048962887,-0.04398478,-0.012343062,0.000943696,0.006822722,0.027431453,0.005619448,0.021761331,0.067921313,0.061715466,0.05926349,0.072426719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02998252,-0.002609552,0.039905862,-0.014643121,-0.001370304,0.013274365,0.006930705,0.005740589,0.017885559,-0.002161903,-0.009394877,-0.009809599,-0.005532205,0.003308865,-0.0019268,0.017028418,-0.001672264,0.011106811,0.010221223,0.003054393,-0.006113142,-0.000291967,-0.000843408,0.002649793,-0.005984384,-0.006214282,0.001611449,0.004899629,-0.015318128,0.003416039,-0.014621944,0.004622376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021554562,0.025398853,0.023193793,0.003155412,-0.00274923,0.007477566,0.003830218,-0.01260738,-0.010343505,-0.010427019,-0.012249734,-0.014574977,-0.002181247,-0.003217958,-0.006817746,0.001239097,0.000807031,-0.001777866,-0.014849472,-0.013450004,-0.005786611,0.000533544,-0.015762667,-0.014840686,-0.013839049,-0.0068051,9.95E-05,0.01351179,-0.000627099,0.026384642,-0.001344072,0.018251975,-0.000372012,-0.001151543,0.022810374,0.030702975,0.034440288,0.044739314,0.066407842,0,0,0,0,0,0,0,0,0
149,173.5942905,0,0,0,0,0,0.012688914,0.00716846,0.012877043,0.001088006,0.006726508,0.008532347,0.007374867,0.006852476,0.00525448,0.006728154,0.005463622,0.010396218,0.015823004,0.018542861,0.024141943,0.012134914,-0.00097778,-0.00838897,-0.016489485,-0.017815091,-0.01953289,-0.01644573,-0.019113929,-0.019181611,-0.024775008,-0.016765179,-0.016371144,-0.01715974,-0.015920332,-0.012666277,-0.021415287,-0.029590888,-0.032366972,-0.009449631,0.035474418,0.036531987,0.016659858,0.005751792,0.013342401,0.004859596,0.004721852,0.004749713,0.006038997,-0.00901139,0.009274321,0.001461044,-0.015969451,-0.026100132,-0.014419277,-0.01929042,-0.027048737,-0.02361097,-0.005870369,0.003646719,0.011565264,-0.029849052,0.058981307,0.001709715,-0.032801721,-0.028166117,-0.047089445,-0.034906379,-0.041528279,-0.043711759,-0.024055887,-0.010645349,-0.001862821,0.016513023,0.028251861,0.026200663,0.045442996,0.045259525,0.046277316,0.041275963,0.028931225,-0.008322734,0.00975697,0.018972946,-0.027499352,-0.008956794,-0.026122494,-0.023378762,-0.030448986,-0.030277879,-0.020435075,-0.014134456,-0.013323739,-0.004173665,0.00454968,0.013156769,0.031337431,0.007396178,-0.000215705,0.034420134,0.048235372,-0.003666991,-0.001159708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03289486,0.020188974,0.034654786,0.050207077,0.037452662,0.041134711,0.022616878,0.019272201,0.005312324,0.019439069,0.004608188,0.003828291,-0.000841507,-0.002845056,-0.006702716,-0.000944496,-0.004819396,-0.015149185,-0.024551243,-0.027984394,-0.030825928,-0.011897388,-0.007574746,-0.001170563,0.006941231,-0.008041845,-0.014360506,-0.008934658,0.004753838,-0.000811719,0.003385803,0.000196474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826095,-0.00695355,-0.004268385,-0.007473318,-0.011466011,-0.009032788,0.004587994,0.002629737,-0.0001968,0.007124306,-0.005954922,0.01010472,-0.004950786,0.004937322,-0.010220193,-0.002214295,0.002417989,-0.000331616,0.001645355,-0.012729674,-0.013881412,0.003216867,-0.000489374,0.002382676,-0.011621219,0.020918756,-0.005565669,0.005265063,-0.002793844,0.003954711,-0.005403929,0.006696269,-0.0033083,-0.00080705,-0.011701514,0.011829338,0.018378978,0.01527969,0.023077208,0,0,0,0,0,0,0,0,0
150,132.4071867,0,0,0,0,0,0.017091083,-0.000923282,-0.002318464,0.010246412,0.004185717,0.005327215,-0.00262501,0.00945356,-0.005191762,0.005016702,1.03E-05,-0.00559994,-0.01282619,-0.01890374,-0.021416812,-0.039166265,-0.038613699,-0.036035701,-0.027814367,-0.026236802,-0.02754774,-0.020382503,-0.017259134,-0.009382703,0.000270373,0.017666574,0.017265479,0.007659032,0.015201371,0.019208749,0.012475286,-0.014592391,-0.050684853,-0.034323981,0.047047869,0.085002763,0.059820935,0.019031691,0.015276293,-0.025168185,-0.030991757,-0.027396643,-0.026781052,-0.021084779,-0.013777013,-0.000777009,-0.002190731,-0.003606133,0.00581036,0.004393359,0.000777837,0.002619311,0.00812926,0.010821419,0.016091403,-0.043340922,0.058876791,0.004025012,-0.003077634,-0.035693386,-0.042985355,-0.052213146,-0.050705656,-0.035059049,-0.027153211,-0.019811433,0.0027388,0.018116425,0.036248044,0.038014668,0.03939239,0.043358218,0.04318081,0.036064068,0.037373097,-0.013694169,0.050947691,-0.005572301,-0.019056193,-0.008476207,-0.045150254,-0.066459537,-0.07279506,-0.079735563,-0.062782733,-0.043831707,-0.037555094,-0.021636496,-0.000251818,0.011277991,0.025403038,0.012290787,0.027197295,0.068571469,0.065653706,0.038627397,0.043916559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036103583,0.03915683,0.05970753,0.007382639,0.030227861,0.02548396,0.028823082,0.019128104,0.034433517,0.006802057,0.010181088,0.000264789,-0.001047901,0.004535176,0.011379018,0.011950471,0.00714907,-0.003816392,0.002575794,0.004746593,-0.012293813,-0.009135372,-0.009143651,-0.01091104,-0.007232827,-0.028687129,-0.012659198,-0.01564526,-0.018754933,-0.003659938,-0.007774666,-0.013414316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049428306,0.033008272,0.039820935,0.04188936,0.020282993,0.021461691,0.007955405,0.003595148,0.008691517,0.000705302,-0.000963623,-0.000991677,-0.003766721,0.00233636,0.005703777,7.81E-05,0.006272583,0.003016779,-0.001253044,-0.013406089,-0.009529715,0.002734334,-0.0096783,0.000421377,-0.021383861,-0.014318551,-0.022696256,0.007619253,-0.016391183,-0.014001168,-0.029051862,-0.008206879,-0.046809834,-0.025163991,-0.021972467,-0.018333668,-0.007852325,0.021845653,0.004468688,0,0,0,0,0,0,0,0,0
151,117.7816067,0,0,0,0,0,0.023183932,0.002191895,0.002699346,0.017431394,0.023470946,0.011637446,0.014615926,0.017984968,0.004316862,0.01374974,-0.001954657,-0.000534144,-0.010751212,-0.018737028,-0.025930803,-0.039792523,-0.045740115,-0.052758442,-0.040850725,-0.040293502,-0.041458091,-0.035156483,-0.030437436,-0.022626341,-0.018022495,-0.001484957,0.00849572,-0.005968135,0.009535874,0.020509695,0.014569526,-0.018449102,-0.057576901,-0.038631252,0.068843715,0.125101315,0.092668481,0.048293272,-0.004657514,-0.012477213,-0.031480472,-0.016443374,-0.015547659,-0.013075744,-0.007837358,-0.015469992,-0.015950407,-0.028289081,-0.027481841,-0.022355799,-0.028707881,-0.024517656,-0.007871879,-0.018582003,0.000900626,-0.027153844,0.050056758,-0.024034644,0.000315917,-0.005914752,-0.047580306,-0.029296315,-0.047953379,-0.033115881,-0.027292457,-0.009686493,0.008514508,0.021551397,0.038453801,0.047709846,0.057121975,0.063881138,0.075271632,0.07152263,0.053818154,-0.021503542,0.010915987,-0.016733267,-0.030327029,0.016451619,-0.009463611,-0.034762486,-0.046151643,-0.067287768,-0.059343425,-0.041031806,-0.03391283,-0.025259782,-0.014144262,0.00312115,0.003314923,0.001881515,0.00469267,0.019973795,0.049159275,0.021781992,0.058144498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022826142,0.014513361,0.054203703,0.049161269,0.042956407,0.038485739,0.04550265,0.021277991,0.020633039,0.019303129,0.008101531,0.002141435,-0.002916399,-0.002246296,-0.001852069,-0.003738737,0.003765427,-0.014432897,0.010050192,-0.010331036,-0.012322093,-0.020639867,-0.019357467,-0.003873687,-0.02542733,-0.01867323,-0.011433495,-0.011437754,0.004031077,-0.006235326,-0.007180848,0.017525938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021473993,0.032762538,0.024266485,-0.001340936,0.007041966,0.018118789,0.015099279,0.015429647,0.018030909,0.008372884,0.002486304,0.000283634,0.00010181,0.009981314,-0.010730408,0.012981123,0.004049508,0.008807716,0.008844064,-0.004142285,-0.008329979,-0.005860678,-0.018637961,-0.018952286,-0.031643182,-0.031118721,-0.025144067,-0.010115737,-0.025698864,-0.003959673,-0.019298639,-0.007724526,-0.036541174,-0.012368935,-0.028493363,-0.010547159,0.005569201,0.012035207,0.028571981,0,0,0,0,0,0,0,0,0
152,106.4541954,0,0,0,0,0,0.014179185,-0.002560005,0.020145778,0.016541531,0.011400169,0.001414366,0.011181955,0.012329406,0.000592313,0.008880297,-0.002404982,-0.00120843,-0.004805166,-0.010338952,-0.012431365,-0.025020009,-0.028758001,-0.031957746,-0.028911689,-0.030879339,-0.025167198,-0.02177758,-0.020070199,-0.005344789,-0.010457724,0.00132024,0.013956539,0.003433197,0.014623134,0.029451639,0.018307595,-0.018008623,-0.049442144,-0.032074538,0.07655828,0.102343778,0.065162696,0.018623761,0.035196402,-0.011966525,-0.041399234,-0.020172251,-0.014191511,-0.021786591,0.005349873,-0.00439106,-0.01347878,-0.02102765,-0.001302541,-0.011238776,-0.008458302,-0.015978943,-0.000536131,0.008435292,0.018243407,-0.049473094,0.081666901,-0.014592599,-0.026911149,-0.046478877,-0.082420621,-0.060826446,-0.078520006,-0.053374726,-0.044600803,-0.015711881,0.002671658,0.015076719,0.03641805,0.059594059,0.04871966,0.056203629,0.062293465,0.046162774,0.044801407,-0.004995239,0.034873899,-0.004611021,-0.034595394,0.027071224,-0.026579156,-0.049424317,-0.060527731,-0.072139944,-0.044273098,-0.013599552,-0.020452276,-0.013587956,-0.005569685,0.023826334,0.056481759,0.014601525,0.018291437,0.044501909,0.068815061,0.021387036,0.016316434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011802843,-0.028557988,0.051885379,0.029010956,0.023996312,0.031739421,0.036038177,0.001791834,0.009961393,-0.001120798,-0.008391848,-0.007256709,-0.009146527,-0.009244343,-0.0091085,0.009644173,0.006705336,-0.004710998,0.014176786,0.02125833,-0.007499811,-0.003281968,-0.01579099,0.00194258,-0.026009587,-0.01080514,-0.021678112,0.001884926,-0.022405693,-0.002542681,0.00221497,-0.002737829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048588896,0.032472226,0.028179898,0.018481322,0.019212358,0.002271627,0.018369171,0.010838206,0.003476319,-0.003863304,0.002296906,0.007126774,-0.000837583,0.005511054,-0.009678258,0.034567151,0.025981288,0.012895128,0.021305532,0.009046016,-0.01170587,-0.016523218,-0.012896816,-0.036503751,-0.045545798,-0.013892426,-0.031258055,0.001120589,-0.015950195,-0.014610493,-0.015107305,-0.010088463,-0.041055835,-0.026563873,-0.019327239,-0.003644295,0.003339902,-0.012372354,0.02563874,0,0,0,0,0,0,0,0,0
153,107.5591471,0,0,0,0,0,0.000589105,0.001330069,0.006207709,0.01725602,0.021009311,0.02431188,0.020659171,0.019218748,0.021248094,0.015474391,0.010033616,-0.001077258,-0.014852094,-0.028782523,-0.024943994,-0.046418557,-0.039792244,-0.036468831,-0.032064446,-0.033980482,-0.034843854,-0.023077973,-0.022303811,-0.024105867,-0.021523098,-0.007329339,-0.012519496,-0.017159761,-0.009033242,-0.001308272,-0.008405736,-0.032291032,-0.048313394,-0.020216776,0.054349529,0.092731403,0.059351261,0.034337253,-0.000335885,-0.007613525,-0.01366571,-0.010754127,-0.00613976,-0.008425125,0.007643467,-0.000506937,-0.008931787,-0.015751495,-0.022593955,-0.024676994,-0.019711206,-0.014913341,-0.001003978,0.005148706,0.018323163,-0.010881932,0.032601248,-0.003557031,-0.003395693,-0.030936888,-0.06152981,-0.056284931,-0.074076833,-0.05471164,-0.031885837,-0.018748703,0.002142358,0.015331179,0.031107796,0.049345357,0.058894453,0.066186607,0.078278333,0.063107363,0.062528139,-0.027413743,0.00315071,-0.013631026,-0.04378459,-0.008709078,-0.05117031,-0.075845729,-0.07162504,-0.08273103,-0.066822611,-0.042945741,-0.027270124,-0.005390798,0.006156697,0.023504559,0.035672682,0.031824992,0.01205302,0.060922917,0.053674686,0.043678251,0.053099099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029751314,0.033705516,0.074062194,0.047649984,0.058866002,0.04661056,0.039951503,0.029416831,0.025932566,0.018545172,0.000589711,0.00230814,-0.003268929,2.67E-05,0.001073099,0.002374628,0.005091887,-0.016732902,-0.007930716,-0.013797673,-0.018884816,-0.004040763,-0.006967898,-0.022708658,-0.008480528,-0.021103987,-0.017126798,-0.012252305,-0.023401366,-0.002558061,-0.004898445,0.002117811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012089503,0.024883546,0.023437316,-0.003003874,-0.017609101,-0.007253104,0.006531852,-0.003765868,-0.008548535,-0.002345692,-0.009612029,-0.007040782,0.0028433,0.005937007,-0.001847287,-0.006512239,0.001211501,0.008692467,-0.003792658,-0.013164172,-0.006067397,0.004743733,-0.000568325,-0.002962287,-0.014706747,0.001775164,-0.01536607,-0.001642666,-0.013035617,0.01065294,0.009405056,0.012590232,-0.00332875,-0.00478542,0.012433967,0.007424107,0.032195512,0.036016256,-0.003923114,0,0,0,0,0,0,0,0,0
154,166.5634242,0,0,0,0,0,0.039340332,-0.00813817,-0.008878157,-0.005733185,-0.017574448,0.006226785,0.006272857,0.019039773,0.005987425,0.016489175,-0.007229379,-0.012939125,-0.028655037,-0.039614059,-0.036747441,-0.035282458,-0.028686621,-0.031567108,-0.023586797,-0.020549051,-0.018228712,-0.012908394,-0.00757359,-0.001705145,0.000355467,0.018479946,0.022929322,0.010271541,0.026691856,0.03094471,0.032486597,-0.015664524,-0.041953355,-0.010064763,0.066085382,0.071303538,0.056951301,0.033836822,0.071646388,-0.013447602,-0.044779971,-0.034570141,-0.047951406,-0.040623673,-0.042638866,-0.022926148,-0.022515024,-0.022543991,-0.009853789,-0.00642904,-0.005986707,0.009085318,-0.00589662,0.0091369,-0.00334246,-0.03232541,0.010194404,0.008291614,0.009316777,-0.015233421,-0.010507044,0.000661268,-0.011807324,-0.0010967,-0.007008358,0.002727301,0.008955396,0.009259112,0.021522704,0.035464031,0.035242053,0.028707833,0.018762726,0.007657109,0.026155643,0.006101372,0.015087696,-0.025507648,-0.00380647,0.010141561,-0.008798986,-0.010296053,-0.043257161,-0.05448729,-0.045161819,-0.035974822,-0.024816113,-0.014378811,0.009010363,0.019933435,0.055856179,0.031231897,0.040493506,0.046645694,0.001975029,-0.005829077,0.019377981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001832557,0.00931249,0.049467582,0.028011788,0.023433907,0.026542776,0.029507695,0.01421464,0.027652124,0.012643555,0.010356066,0.002273634,0.003118961,-0.003747392,0.002910303,0.001134143,-0.010100545,-0.014852533,0.007049648,-0.004789756,-0.023990206,-0.049257413,-0.029596863,-0.008123834,-0.011350948,-0.018087326,-0.017620045,-0.011405806,-0.002132582,0.002259386,-0.017323162,0.024452003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036658209,0.03727249,0.037247566,0.031550161,0.025996334,0.022437404,0.011837788,-0.002680516,0.004635369,-0.003768047,-0.006367173,-0.012174726,-0.000306186,-0.009454344,-0.015959179,-0.004410816,-0.003556721,-0.001970138,-0.009383254,0.002498331,-0.018853446,-0.004794043,-0.015097539,-0.006407313,-0.024040484,-0.024098765,-0.008471265,0.008092192,-0.002543812,-0.016084918,-0.024815401,0.003752038,-0.018228524,-0.019230841,-0.034663694,-0.025572027,-0.044092514,0.025110804,0.021274736,0,0,0,0,0,0,0,0,0
155,124.3033006,0,0,0,0,0,0.043822046,0.018615678,0.023511797,0.018353114,0.003934805,-0.008449182,-0.005065094,0.006356089,-0.004424588,-0.005737081,-0.001428425,-0.013730027,-0.017375499,-0.022944289,-0.030413887,-0.030111686,-0.040191632,-0.037057502,-0.037348654,-0.033194777,-0.029155842,-0.025757958,-0.023792177,-0.015191763,-0.016767964,0.001283477,0.006047163,-0.006634728,0.007077747,0.010486568,0.001921707,-0.01894146,-0.031684282,-0.011936102,0.062884069,0.103280903,0.063163491,0.018032119,-0.03210776,-0.022430531,-0.034223864,-0.026184752,-0.024976622,-0.01945407,-0.009164607,-0.009207082,-0.006093238,-0.00456214,-0.004021792,0.011500147,0.006116252,0.008217881,0.01332699,0.005608434,0.017078019,-0.018311634,0.049681106,-0.004629018,-0.024081193,-0.044649866,-0.059921546,-0.030900369,-0.056941551,-0.036237838,-0.026907274,-0.009667218,0.00830517,0.014718353,0.040074413,0.045633186,0.038162016,0.0390841,0.037557173,0.028589832,0.046954136,-0.027659756,0.033468471,-0.029577805,-0.013363117,0.022872306,-0.02793555,-0.05903686,-0.065837068,-0.07289458,-0.059733344,-0.045390329,-0.046554216,-0.009922656,0.001000975,0.031262549,0.055820596,0.026290629,0.015212762,0.066239334,0.054001415,0.039486925,0.042803893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019049568,0.008563872,0.034542505,0.034102996,0.026970499,0.027289069,0.023204096,0.009422414,0.007898595,0.007725263,-0.011601522,-0.001253414,-0.01577275,-0.003695279,0.003209021,-0.011251044,-0.006259678,-0.007851803,-0.005338335,0.003338598,-0.011731846,-0.021346468,-0.024715057,-0.011632239,-0.018725447,-0.021047548,-0.025007271,-0.016383159,-0.012359754,-0.008201427,0.010422617,0.020828144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030105038,0.018046139,0.019580231,0.011217081,0.019438423,0.01563846,0.007797055,-0.000181485,-0.003359527,0.015440153,0.012410151,0.013454009,0.006767962,0.017022626,0.01869131,0.026322261,0.029509107,0.029866248,0.015336942,0.013938623,0.009041231,0.015781746,0.002983399,-0.001501104,-0.000862129,-0.010606668,-0.018420719,0.018958821,-0.012072645,-0.022448218,-0.012361202,0.005933519,-0.03064916,-0.016675531,-0.01884523,-0.047786172,-0.028621989,0.012026533,0.03546798,0,0,0,0,0,0,0,0,0
156,158.891255,0,0,0,0,0,0.008000271,0.016998544,0.006976295,0.015907104,0.02527288,0.015609158,0.014661633,0.013152037,0.003222732,0.009095957,0.000781028,-0.012838991,-0.022428514,-0.026412425,-0.025643785,-0.028556811,-0.034503453,-0.03522684,-0.02037965,-0.023675175,-0.020473594,-0.015886942,-0.015127557,-0.010030457,-0.001227736,-0.003730128,0.014352787,0.002829315,0.011588906,0.014295085,0.005944215,-0.01264938,-0.034344648,-0.024443087,0.055719034,0.086508626,0.05029236,0.011578365,-0.027536168,-0.029392585,-0.039594891,-0.031123899,-0.022729971,-0.015078731,-0.003750203,-0.005186161,-0.006004744,0.003994949,0.000125727,0.012164951,0.00240176,0.009006937,0.021328049,0.018729425,0.042330159,-0.026568659,0.04138799,-0.014614621,-0.029386064,-0.01271687,-0.040271198,-0.029196859,-0.050108667,-0.032538647,-0.027547583,-0.020005216,-0.003508746,0.011865019,0.022499059,0.034130814,0.041140605,0.044926226,0.047079002,0.039764603,0.014051515,-0.022869507,0.035185992,-0.002522077,-0.022027008,0.000847545,-0.019736892,-0.01981474,-0.046404783,-0.053091006,-0.055483919,-0.038807542,-0.028121171,-0.008949527,0.008183126,0.012971983,0.032745535,0.022114036,0.016989382,0.028812701,0.025026485,0.019555929,0.024046724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012121733,-0.008679717,0.051396939,0.035069308,0.038288829,0.042206412,0.04731976,0.015903762,0.014661382,0.016321504,0.000356714,0.002423494,-0.00782977,-0.007230884,-0.014478087,-0.003653964,0.003590622,-0.004185324,0.010098901,0.00365679,-0.011293533,-0.018970664,-0.017133964,-0.014188607,-0.01122922,-0.012802268,-0.019665796,-0.012735513,-0.023761057,-0.003087264,-0.000973611,0.01809777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046092278,0.047115199,0.048064487,0.028685536,0.023078012,0.017757398,0.002260993,-0.004197033,0.004261032,-0.006562626,-0.010471488,-0.005165636,-0.006725601,0.008276567,-0.002654403,0.002132771,0.008674558,0.003716341,0.006951963,-0.000171448,-0.011643767,-0.001974321,-0.020990677,-0.028200107,-0.022461627,-0.022893433,-0.0167129,0.002431757,-0.011358437,-0.006063214,-0.010122102,-0.012641587,-0.040461068,-0.003110873,-0.012642492,-0.010040599,-0.005536898,0.009187416,0.019325449,0,0,0,0,0,0,0,0,0
157,67.96567031,0,0,0,0,0,0.001381254,-0.007261239,-0.001075852,0.010716776,0.019679115,0.025989955,0.018005469,0.012628963,0.005049639,0.014934638,0.001090901,0.000662439,-0.007738837,-0.009115822,-0.009662584,-0.026065096,-0.02979932,-0.033840336,-0.024903104,-0.022828103,-0.024206826,-0.018835177,-0.024621484,-0.020730801,-0.01756404,-0.003461357,-0.000151388,-0.012801967,-0.002583809,0.006233543,0.005403202,-0.02044417,-0.052989994,-0.024700648,0.068529268,0.104354489,0.072944834,0.045387877,0.04710256,-0.026502126,-0.039203871,-0.025420437,-0.013966918,-0.015807949,0.002521248,-0.00371894,-0.020230347,-0.020231446,-0.024474116,-0.024841758,-0.029113544,-0.019161291,0.01637608,0.003086587,0.035962918,-0.026797124,0.05971707,-0.008407721,-0.034978902,-0.028876738,-0.067621724,-0.049220853,-0.073419627,-0.058459168,-0.044016231,-0.023854224,0.004333969,0.015583702,0.026472103,0.042699671,0.05299535,0.071201766,0.093600566,0.08380478,0.050929981,-0.04207989,0.008780049,-0.004072707,-0.060667211,0.003357961,-0.051824918,-0.056649674,-0.070022835,-0.073612364,-0.059854011,-0.034192567,-0.019752992,-0.002713655,0.007999411,0.035470812,0.052099146,0.034273965,0.004038691,0.069474651,0.060439114,0.044522172,0.060993813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023758348,-0.002311045,0.072979908,0.044342036,0.040046752,0.046450412,0.055022618,0.022971479,0.032303377,0.021618494,0.010524524,0.010806815,-0.002527052,-0.005972776,0.003685315,0.003014818,0.005663357,-0.001720825,0.002043087,-0.024347682,-0.028160517,-0.013403963,-0.018015799,-0.030073562,-0.032213576,-0.04208932,-0.030318321,-0.037815171,-0.042211864,-0.001704034,-0.001159027,0.006236718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039925871,0.049782524,0.03624022,0.000278749,-0.000748427,0.006728277,0.016914864,0.001971246,0.006669589,-0.004363595,-0.013574402,-0.002205031,-0.000216299,-0.001451141,-0.006557635,0.006407495,0.010629605,0.008571675,0.011526909,0.000301858,-0.006297425,0.013381144,0.00314274,-0.02852089,-0.022516388,-0.003410428,-0.036964285,-0.007136495,-0.0122799,-0.001815173,-0.004176201,0.009953208,-0.039699706,-0.020986907,-0.023331879,-0.007338853,0.020637449,0.020020195,0.058695933,0,0,0,0,0,0,0,0,0
