Iteration,Intercept,Wave_366,Wave_376,Wave_385,Wave_395,Wave_405,Wave_414,Wave_424,Wave_434,Wave_443,Wave_453,Wave_463,Wave_472,Wave_482,Wave_492,Wave_502,Wave_511,Wave_521,Wave_531,Wave_541,Wave_550,Wave_560,Wave_570,Wave_580,Wave_589,Wave_599,Wave_609,Wave_619,Wave_628,Wave_638,Wave_648,Wave_655,Wave_658,Wave_665,Wave_668,Wave_675,Wave_685,Wave_694,Wave_704,Wave_714,Wave_724,Wave_734,Wave_743,Wave_753,Wave_763,Wave_773,Wave_782,Wave_792,Wave_802,Wave_812,Wave_821,Wave_831,Wave_841,Wave_850,Wave_860,Wave_870,Wave_880,Wave_889,Wave_899,Wave_909,Wave_918,Wave_928,Wave_938,Wave_947,Wave_957,Wave_967,Wave_976,Wave_986,Wave_995,Wave_1005,Wave_1015,Wave_1024,Wave_1034,Wave_1044,Wave_1053,Wave_1063,Wave_1072,Wave_1082,Wave_1091,Wave_1101,Wave_1111,Wave_1120,Wave_1130,Wave_1139,Wave_1149,Wave_1158,Wave_1168,Wave_1177,Wave_1187,Wave_1196,Wave_1206,Wave_1215,Wave_1225,Wave_1235,Wave_1244,Wave_1253,Wave_1254,Wave_1263,Wave_1264,Wave_1273,Wave_1283,Wave_1293,Wave_1303,Wave_1313,Wave_1323,Wave_1333,Wave_1343,Wave_1353,Wave_1363,Wave_1373,Wave_1383,Wave_1393,Wave_1403,Wave_1413,Wave_1423,Wave_1433,Wave_1443,Wave_1453,Wave_1463,Wave_1473,Wave_1483,Wave_1493,Wave_1503,Wave_1513,Wave_1523,Wave_1533,Wave_1542,Wave_1552,Wave_1562,Wave_1572,Wave_1582,Wave_1592,Wave_1602,Wave_1612,Wave_1622,Wave_1632,Wave_1642,Wave_1652,Wave_1662,Wave_1672,Wave_1682,Wave_1692,Wave_1702,Wave_1712,Wave_1722,Wave_1732,Wave_1742,Wave_1752,Wave_1762,Wave_1772,Wave_1782,Wave_1792,Wave_1802,Wave_1811,Wave_1821,Wave_1831,Wave_1841,Wave_1851,Wave_1861,Wave_1868,Wave_1871,Wave_1873,Wave_1878,Wave_1888,Wave_1898,Wave_1908,Wave_1918,Wave_1928,Wave_1938,Wave_1948,Wave_1958,Wave_1968,Wave_1978,Wave_1988,Wave_1998,Wave_2008,Wave_2018,Wave_2028,Wave_2038,Wave_2048,Wave_2058,Wave_2068,Wave_2078,Wave_2088,Wave_2099,Wave_2109,Wave_2119,Wave_2129,Wave_2139,Wave_2149,Wave_2159,Wave_2169,Wave_2178,Wave_2188,Wave_2198,Wave_2208,Wave_2218,Wave_2228,Wave_2238,Wave_2248,Wave_2258,Wave_2268,Wave_2278,Wave_2288,Wave_2298,Wave_2308,Wave_2318,Wave_2328,Wave_2338,Wave_2348,Wave_2358,Wave_2368,Wave_2378,Wave_2388,Wave_2398,Wave_2408,Wave_2418,Wave_2428,Wave_2437,Wave_2447,Wave_2457,Wave_2467,Wave_2477,Wave_2487,Wave_2497
156,48.800612,0,0,0,0,0,0.000865688,0.000382007,0.000364635,0.000472782,0.000180546,2.67E-05,-8.06E-05,4.64E-05,0.000106652,0.000323435,0.00019916,0.000250771,0.000112619,-4.79E-05,-0.000346756,-0.000698999,-0.000826889,-0.001131356,-0.001128096,-0.001054605,-0.000994123,-0.000904424,-0.000946796,-0.000913533,-0.000753091,-0.000481424,-0.000402809,-0.000562364,-0.000389849,-0.000143292,-0.000590719,-0.000859066,-0.001486281,-0.000981862,0.000980915,0.00218832,0.001885832,0.00129476,0.000189924,-0.000379065,-0.000208618,-0.000117124,-0.000453944,-7.06E-05,-0.000296008,-0.000577109,-0.000406866,-0.000578866,-0.000244409,-0.000398665,-0.000421536,-0.000118384,0.000235248,1.09E-05,-3.36E-05,0.000546417,-0.000636791,-0.000147227,-0.000863844,-0.000776857,-0.000890927,-0.000748097,-0.000795719,-0.000877017,-0.000813379,-0.000387314,-0.000224726,6.68E-05,0.000468511,0.000460649,0.001000703,0.001040076,0.00136307,0.001601515,0.001702089,-0.000348844,-0.000613701,0.000257642,-0.000667059,0.000336887,4.07E-05,-0.000237922,-0.000489506,-0.000781444,-0.000921219,-0.001055048,-0.000780235,-0.000379111,0.000294641,0.000322542,0.000826662,0.000174899,0.001112794,0.000197807,0.000816406,0.000196997,0.001867467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001659566,0.000977446,0.001980039,0.001809869,0.002173692,0.001969749,0.001698995,0.001570442,0.001237497,0.001406432,0.000723499,0.000689708,-0.000167534,0.000326214,0.000126651,-8.20E-05,-0.000177454,-0.000308826,-0.000964936,-0.000961248,-0.001922153,-0.000747414,-0.000726615,-0.000604861,-0.001111061,-0.001277782,-0.001677824,-0.001143229,-0.000129406,-0.00037687,5.24E-05,0.000262851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618725,0.000723696,0.000702409,0.000433771,0.000283739,0.000801966,0.001015679,0.000496985,0.000462752,0.000485333,0.000242436,1.96E-05,-0.000305257,-8.24E-05,-0.000436308,-5.18E-05,-0.000265162,-0.000306444,-0.000225107,-0.000345953,-0.000452956,7.36E-05,-0.000292441,0.000140386,-0.000127999,-0.000159573,-7.68E-05,8.14E-05,-0.000626579,-0.000159329,-0.000268887,-0.000373526,-8.34E-05,-0.000522106,-0.000498594,-0.000520644,-0.000306086,0.000189509,0.000128208,0,0,0,0,0,0,0,0,0
157,48.12210033,0,0,0,0,0,0.001791342,4.82E-05,2.21E-05,-4.79E-05,-0.000744942,-0.000669873,-0.000802155,-0.000632483,-0.000139467,7.96E-05,0.000104351,0.000439433,0.000105581,-0.000280794,-0.00071778,-0.000775546,-0.001005487,-0.00055185,-0.001060199,-0.000724502,-0.000576578,-0.00043801,-0.000182064,-0.00025093,6.94E-05,0.000379501,0.000654909,0.00023213,0.000710542,0.001234666,0.000930545,-0.00026822,-0.001788304,-0.002333598,0.00023142,0.002457339,0.002450886,0.001831474,-0.000292063,0.001063086,0.000456059,-0.000101706,0.00038214,0.000644975,0.000175867,-0.00020799,0.000283267,-0.000534892,-0.000598875,-0.000963572,-0.00042263,-0.000905531,-0.000253427,-0.00145767,-0.001091634,0.000191106,-0.000972674,5.26E-05,-0.000817501,-0.000624697,-0.001098028,-0.000518923,-0.001252554,-0.001505713,-0.001371132,-0.001170273,-3.32E-05,-0.000320603,0.000871363,0.001360508,0.001783044,0.001652099,0.001586418,0.002117442,0.002902015,-0.000480364,-0.001457657,-0.000284976,-0.001581579,0.000858691,-0.00017894,-0.001410414,-0.001680524,-0.001148476,-0.001504595,-0.001857911,-0.000927284,-0.000572602,0.00030342,0.00123477,0.003036299,0.001595484,0.001611188,0.002326575,0.00095346,-5.99E-05,-0.001084202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003296089,-0.000110752,0.002558747,0.001250053,0.002080242,0.001749757,0.002103102,0.001556148,0.00053946,0.000743947,0.000308248,0.000530108,0.000645174,-2.79E-06,0.00049377,6.53E-05,0.000164774,0.000511662,-0.000188996,-0.001473535,-0.001172303,-0.00039379,-0.000481512,-0.000882321,-0.001233941,-0.000814422,-0.002256377,-0.001053965,0.000213762,-9.99E-05,0.000422172,0.001239164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001207288,0.001510236,0.001488843,0.000393813,0.001458661,0.001067331,0.001417538,0.00059955,0.000174792,-0.000246986,-8.68E-05,-0.000274826,-0.000907809,-0.000232711,-0.000500883,-0.000228557,-0.000624263,-0.000520795,-0.001050336,-0.000912162,-0.001307138,-0.000458822,-0.000484172,-3.55E-05,0.00038382,-0.000122472,-0.000307561,0.000662018,-0.001062548,-0.000114053,0.000180996,-6.69E-07,-0.000116488,-0.000718774,-0.000404922,0.001026492,0.000182391,-0.000420586,0.00116423,0,0,0,0,0,0,0,0,0
158,48.24439791,0,0,0,0,0,1.77E-05,0.000394137,0.00127605,0.001043772,0.000393274,9.53E-05,1.67E-05,-0.000196888,0.000238561,0.000207808,-5.70E-06,-0.000100155,-0.000508723,-0.001012537,-0.001018706,-0.0012081,-0.00090191,-0.000494671,-0.00077063,-0.000361339,-0.000340074,-0.000112426,-0.000131782,-0.000200129,-0.000187176,-1.08E-05,-0.000289268,-0.000213343,-0.000172249,-0.000298543,-0.000548361,-0.000886341,-0.001383635,-0.001807606,-6.96E-06,0.002474197,0.002372986,0.002025924,-0.001342829,-0.001005986,-0.000217463,-0.000532634,-6.22E-05,-0.000266016,-0.000416359,-0.00033595,0.000267782,0.00018405,0.000396039,-3.87E-05,0.000747175,0.000779921,0.000717287,0.000489205,0.000607064,0.000303801,-0.001372124,-0.000699487,-0.001333904,-0.001710302,-0.000777759,-0.000873123,-0.001520863,-0.001429879,-0.001323203,-0.001076864,-0.000404816,-0.000459612,-0.000123569,0.001236269,0.001556054,0.001359775,0.0011236,0.001177618,0.002078869,-0.001027609,-0.001489455,-0.000100771,-0.001204939,0.001379653,0.000648011,-0.000596397,-0.001225982,-0.001273164,-0.001748603,-0.001501702,-0.000975582,2.74E-05,0.001075837,0.001215113,0.002271549,0.001106559,0.002154991,0.00125821,0.001025217,0.000571233,0.001412843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000945421,-0.001008013,9.96E-05,0.00163144,0.002014544,0.001825667,0.001798667,0.00157942,0.000966587,0.001040946,0.000646958,0.00015783,0.000260291,-0.000115049,0.0001936,-0.000343099,0.000215495,0.000470373,-0.000601059,-0.001054163,-0.001179918,-0.001171191,-0.000848843,-0.00018224,-0.001214707,-0.001266504,-0.002007061,-0.001952565,-0.001405143,-0.000537951,6.41E-05,-0.000239789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414292,0.001472411,0.001834709,0.00082015,0.000373641,0.000987343,0.001325609,0.000588945,0.000204555,-6.81E-05,1.36E-05,-0.000109136,-0.000360047,4.03E-05,-0.000414062,-0.000246839,-0.000361426,0.000352991,-0.00037219,-0.00026481,0.000396239,0.000248381,0.000212462,0.000560464,-0.000159241,0.000157168,0.000106815,-0.000441711,-0.001337546,-0.000439684,-0.000422997,-5.79E-05,0.000755839,-0.000490522,0.000187699,3.90E-05,-0.000627432,-0.000376858,0.001996411,0,0,0,0,0,0,0,0,0
159,51.04047891,0,0,0,0,0,0.001494828,0.001653571,0.001383819,0.001143486,0.000406322,0.000620242,0.000372613,0.000781496,0.000670389,0.000701447,0.000692261,0.000169456,-0.000481145,-0.00106608,-0.001114247,-0.001474247,-0.001472465,-0.001371398,-0.001682636,-0.001500128,-0.001322692,-0.001249984,-0.001309108,-0.001090287,-0.001100081,-0.000725858,-0.000404139,-0.00067782,-0.000222015,0.000276448,-0.000387593,-0.000934384,-0.001495881,-0.001188212,0.001333077,0.003072442,0.001858388,0.000934191,-0.00118718,-0.000600556,-0.000874172,-0.000824838,-0.000554765,-0.000354027,-0.000631419,-0.000599468,-0.000486051,-0.00045715,-0.000400636,-0.000207757,0.000320953,0.000578155,0.000374465,0.000264229,0.000226491,0.001880179,-0.001281878,-0.000227498,-0.000228149,-0.001247076,-0.00101716,-0.001187891,-0.001251703,-0.000744694,-0.000556117,-0.000428498,0.000543776,0.000861371,0.000890936,0.001226095,0.001668698,0.001638267,0.001764601,0.001311079,0.001210393,-0.000559935,0.000641205,-8.43E-05,-0.000885955,0.00029839,-0.000430337,-0.000910597,-0.000876576,-0.000904027,-0.001025188,-0.000996585,-0.000576037,7.05E-05,2.37E-05,0.000643236,0.00105394,0.000932082,-0.00056927,-0.000313565,-0.000767013,-0.000485315,-0.001002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000379902,0.000393527,0.001240104,0.002491942,0.002280065,0.002212891,0.002445282,0.00185448,0.001940197,0.000913081,0.000671497,0.000637658,0.000411355,6.51E-05,0.000231466,0.000290333,-0.000131876,-0.000376246,-0.000593464,-0.00047954,-0.00076454,-0.000157533,-0.000509262,-1.36E-05,-0.000181516,-0.000315711,-0.000713415,-0.000355808,0.000481713,0.000776648,-0.000208402,0.000402806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802383,0.001076938,0.001121821,8.17E-05,0.000101261,0.000223039,0.000329602,0.000103148,-0.000193095,3.54E-05,-0.00052988,-0.000641415,-0.000257009,-0.000493836,-0.000743062,-0.000551687,-0.000506186,-0.000574507,-0.00071695,-0.000823474,-0.000947462,-0.000402076,-0.000714339,0.000268099,-0.000333467,-0.00077842,-0.000618987,-7.62E-05,-0.000516321,-0.00090719,7.93E-07,0.000319205,-0.00057109,-0.001161865,0.000543748,-0.001384254,-0.00023079,0.000522821,0.001618221,0,0,0,0,0,0,0,0,0
160,48.86969483,0,0,0,0,0,0.000657419,0.00031366,0.000495512,0.000636066,0.000651824,0.000732602,0.000267664,0.000648503,0.00039399,0.000797757,0.000313606,0.0001591,-0.000279728,-0.000621663,-0.001036484,-0.0014374,-0.001502581,-0.001228609,-0.001415656,-0.001262598,-0.001087968,-0.000990846,-0.000890396,-0.000879629,-0.00053283,-4.68E-05,4.53E-07,-0.000352141,0.000106465,0.0002185,0.000159908,-0.001068361,-0.002219782,-0.001744106,0.00129639,0.003416203,0.002314929,0.001006543,0.00091202,-0.000928506,-0.001307521,-0.00123079,-0.00094149,-0.000565856,-0.00038976,-5.92E-05,0.000230927,-7.67E-05,0.000213036,0.000303306,0.000823913,0.00086799,0.000938696,0.000329737,0.000834212,0.000272207,-0.000413469,0.000164677,-0.001229994,-0.001877198,-0.001703211,-0.001472489,-0.00186501,-0.001680836,-0.001243544,-0.001149766,-0.000325389,2.08E-05,0.000676926,0.001309789,0.001434205,0.001437097,0.00135595,0.001188086,0.001728525,-0.000754423,-0.000778,-0.000353232,-0.001540484,0.000634519,-0.000576286,-0.001356409,-0.001637004,-0.001232938,-0.001287996,-0.001347406,-0.000862823,-0.000166788,0.000146963,0.0013638,0.002770972,0.001305484,0.002033219,0.002787069,0.00079589,2.74E-05,-0.000179963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000233391,-0.000484491,0.000721304,0.001976685,0.002248358,0.001859198,0.002375356,0.002022836,0.001592424,0.001164622,0.000889577,0.000707015,0.000843118,0.000199724,0.000614561,-0.000110819,-7.62E-05,-6.34E-05,-0.000693434,-0.001042801,-0.001590956,-0.001398698,-0.000982083,-0.000639084,-0.000661005,-0.000636231,-0.000916744,-0.000896203,8.98E-06,0.000299888,0.000326761,-4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001458451,0.001167371,0.001340951,0.001219129,0.000953964,0.000803619,0.000686101,0.00035025,9.93E-05,-0.000331048,-0.000390334,-0.000245156,-0.000415286,-0.000646074,-0.000687613,-0.000781666,-0.000895314,-0.000724497,-0.000923469,-0.001089761,-0.000929342,-0.000760736,-0.000699474,0.00012013,-7.00E-05,-0.000141757,-0.000529356,0.000357116,-0.00071344,-0.00051516,0.000211819,0.000208589,9.33E-05,-0.000134839,-0.0002039,-0.000552042,-0.000115902,0.000398071,0.00117282,0,0,0,0,0,0,0,0,0
161,48.9199978,0,0,0,0,0,0.00055065,0.001161737,0.000822678,0.000977138,0.000603456,0.000772541,9.64E-05,0.00034296,0.000450987,0.000459995,0.000397387,0.000303472,1.09E-06,-0.000266599,-0.000538576,-0.00101693,-0.001162483,-0.001194433,-0.001286684,-0.001222283,-0.001096702,-0.001118386,-0.001088885,-0.000998494,-0.00085534,-0.000321492,-0.000392954,-0.000434226,-0.000242976,-9.32E-05,-0.00046396,-0.001409831,-0.002147552,-0.001316115,0.001211514,0.003081332,0.002116286,0.00152917,-0.000652294,-0.000269278,-6.71E-05,0.0002515,6.71E-05,9.88E-05,0.000104922,-0.000100162,-0.000144659,-0.000447639,-0.000417874,-0.000557228,-0.000211369,0.000140696,0.000163883,-0.000128602,-5.86E-05,-2.90E-05,-0.000576385,0.000145282,-0.000878419,-0.00157538,-0.001357991,-0.001400554,-0.001185706,-0.001312135,-0.001281328,-0.000850578,-0.000526906,-6.73E-05,0.000325902,0.00079319,0.000802477,0.001070333,0.001513115,0.001331987,0.001453891,-0.000704374,-0.000617254,-7.28E-05,-0.000852989,0.000201212,-0.00054777,-0.000849825,-0.000872873,-0.000354937,-0.000283258,-0.000418957,-0.000121287,-0.00018362,0.000113975,0.000878632,0.001850934,0.000738305,0.001237028,0.001574287,0.00128165,0.001222258,0.00101228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717098,0.000290142,0.001188308,0.000941157,0.001043662,0.001023321,0.001413667,0.001155446,0.000920356,0.000835345,0.000207447,0.0001914,-7.92E-05,-0.000165328,0.000174462,-0.000338884,-0.000518157,-8.54E-05,-0.000962677,-0.001267896,-0.00113416,-0.000707463,-0.000771355,-0.001041223,-0.000751686,-0.000535484,-0.000930427,-0.000523769,-0.000107614,8.77E-05,-0.000181665,-2.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001392776,0.001123704,0.001097973,0.000951472,0.001124899,0.00087522,0.000665168,0.000427643,-0.000240924,6.23E-05,-0.000271303,-0.000421829,-0.000584339,-0.000130543,-0.000384602,-0.000170775,-1.33E-05,-0.000318205,-0.00037965,-0.000592663,-0.000890392,-0.00051713,-0.000641578,-0.000267021,7.59E-05,-4.59E-05,-0.000317866,0.000981737,-3.74E-05,-8.96E-07,-0.000180242,0.000388094,0.000337429,0.000311056,-0.000273232,5.47E-05,-0.000199671,0.000547661,0.001469957,0,0,0,0,0,0,0,0,0
162,49.09411157,0,0,0,0,0,0.000311599,-0.000253855,0.00028733,0.000106096,-0.000186128,-6.87E-05,-0.000320914,-0.000127731,-2.56E-05,0.000329087,8.83E-05,0.000310423,-5.92E-05,-0.000352636,-0.000231505,-0.000428887,-0.000365844,-0.000478637,-0.000477305,-0.000339306,-0.000461627,-0.000386522,-0.000277563,-0.000344511,-0.00025531,4.41E-07,0.000118391,-8.94E-05,0.000136641,0.000141746,-0.000229122,-0.001430805,-0.003051614,-0.002689582,0.000623761,0.003343455,0.002684068,0.001998121,0.000765616,-0.000835844,-0.000963527,-0.001027967,-0.000641173,-0.000481497,-0.000695577,-0.000828849,-0.000180319,6.84E-05,-0.000289295,-4.31E-05,0.000350807,0.000541829,0.000556329,0.00032246,0.000499953,-1.29E-05,-0.001251092,-0.001111145,-0.001171077,-0.000767227,-0.000923195,-0.000319733,-0.000788913,-0.000771114,-0.000778258,-0.000784091,-0.000465496,-0.00067973,-0.000337454,0.000598872,0.000823523,0.000782344,0.000604118,0.000686082,0.00154763,-0.000480514,-0.000807119,-0.000204473,-0.000601195,0.000531305,0.000721005,0.000266086,-0.00025091,5.66E-05,-0.000902262,-0.001009464,-0.000167406,0.000391739,0.001185103,0.001533639,0.002398295,0.001582094,0.001801247,0.001099532,0.000390496,0.001187989,0.000309849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000407862,-0.000591536,0.000804225,0.002361888,0.002026521,0.002676582,0.001837665,0.001506372,0.00064083,0.001078054,0.000333758,0.000359406,0.000113647,-0.000349214,-0.000277209,-0.001224032,-0.000532265,-0.000377542,-0.000947838,-0.001222942,-0.001893974,-0.001284335,-0.001073288,-0.000864718,-0.000987524,-0.001604125,-0.001960387,-0.001923008,-0.001251081,-0.000350799,-0.000241504,0.000322275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001761387,0.001290819,0.001701175,0.000744083,0.001071212,0.001469789,0.001242582,0.000514957,0.0002602,-1.65E-05,0.000130948,-0.000118989,-0.000434775,-0.000336879,-0.000471199,-0.000336798,-0.000161352,-6.77E-05,-0.00039339,-0.000179555,4.19E-06,0.000247182,0.000241618,0.000336794,0.000639388,3.16E-05,-0.000657025,-0.000103581,-0.000977142,-0.000975121,-0.000217916,-0.000165182,0.000231318,2.84E-05,0.000358828,-8.62E-05,-0.000405943,-0.000296387,9.70E-06,0,0,0,0,0,0,0,0,0
163,49.67425044,0,0,0,0,0,0.002314537,0.000798253,0.000758422,0.000358171,0.000361719,6.90E-06,-0.000455286,-0.000218894,-0.00022243,5.04E-05,-1.44E-05,-0.000436444,-0.00067187,-0.000839005,-0.001054518,-0.001254151,-0.001430589,-0.001235538,-0.001373084,-0.001245869,-0.00085791,-0.00068669,-0.000551786,-0.000580228,-5.32E-05,0.000171151,0.000206423,-1.33E-05,0.000146236,0.000218494,0.000152108,-0.00101507,-0.002280139,-0.001752031,0.000848168,0.003495321,0.002663971,0.001966711,0.001021954,-0.000938322,-0.001085247,-0.001301191,-0.000759426,-0.000494264,-0.000922393,-0.000630424,-0.000237387,-0.000107024,-0.000107387,-0.000440733,0.000280791,0.000344796,0.000727942,-0.000133588,0.000447208,-0.000196691,-0.00174108,3.69E-05,-0.00115927,-0.000805172,-2.14E-05,0.000494272,-0.000182193,-0.000258576,0.000138653,-0.000308534,0.000286215,0.000109226,0.000503113,0.000788237,0.00083351,0.000862547,0.000927741,0.000711879,0.00192607,-0.00014904,-0.001290785,3.65E-05,-0.001117051,0.000947252,2.85E-05,-0.00048493,-0.000951107,-0.000811243,-0.00139772,-0.001794461,-0.001335511,-0.000566116,-2.48E-05,0.000304243,0.001001674,-2.39E-06,0.00159877,0.000762003,0.000287801,1.30E-05,0.001107907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001424561,0.001168276,0.002241071,0.001509649,0.001441727,0.001516526,0.001732084,0.001090592,0.001473447,0.00089257,0.00076607,0.000668382,6.29E-05,0.000334474,0.001120727,8.53E-05,0.000368452,0.000697273,-0.000165054,-0.000546509,-0.001340686,-0.000932165,-0.000565159,-0.00097734,-0.001520635,-0.001604873,-0.0020637,-0.001880921,0.000225307,-0.00065839,5.38E-05,0.000248002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001756045,0.001302232,0.001727005,0.000613375,0.001178072,0.001485642,0.001136273,0.000381887,0.000607284,-0.000124967,-8.80E-06,-0.000202146,-0.000635575,-0.000222651,-0.000735764,-0.000731488,-0.000237521,-0.000262162,-0.000340253,-0.000589056,-0.000525267,-5.25E-05,-0.000218363,-0.000231056,0.000218129,6.42E-05,-0.000835938,-0.000127377,-0.000822168,-0.000754974,-0.000315505,0.000106582,-6.70E-05,-0.0004967,-0.000351726,0.000668143,-0.00037287,-0.00029955,-0.000399669,0,0,0,0,0,0,0,0,0
164,48.94941981,0,0,0,0,0,0.000810517,0.000190508,0.000146644,0.000381521,0.000483632,0.000627108,-0.000104711,3.55E-05,8.70E-05,0.00037739,0.000140441,0.000181947,5.61E-05,-2.14E-05,-0.000134762,-0.000480016,-0.000790276,-0.001060213,-0.001001277,-0.000949025,-0.000975496,-0.000832148,-0.000887095,-0.001003192,-0.000415437,-0.00034989,-0.000272916,-0.000391534,-0.000130782,-1.00E-04,-3.37E-05,-0.001174378,-0.002897049,-0.00238416,0.001227543,0.003659721,0.002404441,0.001059617,0.001353858,-0.001000093,-0.001271202,-0.001331366,-0.000555856,-0.000345403,-6.47E-05,-0.000498824,-2.48E-05,-0.00034527,-0.000614052,-0.000340438,-0.000276053,0.000247862,0.000675543,0.00035732,4.68E-05,-0.000599779,0.000293666,7.10E-05,-0.000590968,-0.000668482,-0.001218727,-0.001123565,-0.002406847,-0.001727241,-0.000864687,-0.000864253,-0.000279803,-0.000109793,0.000769007,0.001813033,0.001770814,0.001927582,0.002251153,0.002138573,0.001735973,-0.00044339,-0.001047523,-0.000697853,-8.90E-05,0.000463116,-0.000244001,-0.000661937,-0.00144591,-0.001140111,-0.001562147,-0.001421534,-0.000800364,-0.00020119,0.000482058,0.000871455,0.002762998,0.001002383,0.001679069,0.00205542,0.00057472,-0.001100387,-0.000721704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329317,-0.00157603,0.002476444,0.001854139,0.001913476,0.002001375,0.002064154,0.001418531,0.000415408,0.00080009,0.000123497,0.0001325,-4.78E-06,0.000237654,0.000414969,0.000189551,0.000191846,-0.00031012,-0.000228003,-0.001163698,-0.001472836,-0.000831674,-0.000441276,-0.000999437,-0.000858168,-0.001274702,-0.002120661,-0.000681429,0.00011486,-6.79E-05,-0.000172555,9.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168516,0.000919282,0.001873567,0.001358219,0.001049226,0.001369457,0.001074819,7.93E-05,5.38E-05,-0.000267007,-1.64E-05,-0.000120651,-0.000255774,2.08E-05,-0.000237064,-0.000133418,-0.000206536,-0.000223036,-0.000575968,-0.000646645,-0.000437553,-0.000705976,-0.000177382,-7.12E-05,0.000183546,0.000353172,-0.000481449,0.000358054,-0.000681417,-3.79E-05,-0.000113014,0.000203974,-0.000435357,-0.000558857,-0.000981963,0.000565707,-0.000272115,-0.000659444,-0.001205542,0,0,0,0,0,0,0,0,0
165,48.13676148,0,0,0,0,0,0.00039999,0.000582204,0.000149958,0.000746473,0.000871337,0.000602213,0.000282499,0.000786798,0.000705204,0.000999374,0.000578206,-0.000146473,-0.000776743,-0.001230388,-0.001663266,-0.002122083,-0.002192017,-0.001902442,-0.001818238,-0.001673189,-0.001268897,-0.001025901,-0.000944504,-0.000781043,-0.000245354,0.000281665,0.000350902,0.000134843,0.000369071,0.000675542,0.000424229,-0.000977726,-0.002723598,-0.001796489,0.001469522,0.004191198,0.003341558,0.002349093,0.000200538,-0.000350504,-0.000693985,-0.000525545,-0.00045556,-0.000186247,-0.000777327,-0.001016007,-0.000630336,-0.000926246,-0.001019381,-0.000784596,-0.000750099,-0.000292593,-0.000160044,-0.000519196,-0.000399335,0.001186648,-0.00174269,0.000518413,-0.000396598,-0.000883663,-0.00072883,-0.000463348,-0.001201184,-0.000555864,-0.000349814,-0.000250885,0.000328298,0.0004488,0.000710437,0.001044356,0.001196738,0.001268634,0.001705695,0.001567857,0.001242648,-2.33E-05,-0.000803399,-0.00019372,-0.000440655,0.000199669,-0.000513764,-0.000743651,-0.001238024,-0.000964739,-0.001294351,-0.001298206,-0.000894392,-0.000419111,0.000107855,0.000351379,0.00052667,0.000312054,0.000639364,0.001244371,0.001051299,0.001474995,0.001467881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001427326,0.001329735,0.002390934,0.00171087,0.001199937,0.00117656,0.001171317,0.000725619,0.000122356,0.000429242,5.65E-07,4.87E-05,-0.000371124,-0.000340874,2.35E-05,8.54E-05,-8.26E-05,2.03E-05,-0.000190237,-0.000453415,-0.000942825,-0.000374164,-0.000284518,-0.000525594,-0.000448951,-0.000682565,-0.000889743,-0.000606855,0.00016485,0.000119125,0.000128233,0.001066647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002380436,0.00160137,0.0016474,0.000449952,0.000939073,0.000761525,0.000781316,0.000205834,8.46E-05,-5.63E-05,-0.000260087,-0.000293556,-0.000705578,0.00013815,-0.000676289,-0.00030439,-0.000573879,-0.000361971,-0.000629757,-0.000696292,-0.000780215,-0.000388644,-0.000613675,-0.000581615,-0.00036263,-0.000775409,-0.000993303,-7.97E-05,-0.000673935,-0.000396062,0.000139892,9.00E-05,-0.000121908,-0.000597969,-0.000280897,0.000587488,-0.000304773,0.000339918,0.000399748,0,0,0,0,0,0,0,0,0
